Customer ID,Recency,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Cancellation_Frequency,Cancellation_Rate,Monthly_Spending_Mean,Monthly_Spending_Std,RFM
12405.0,148,1,849,1390.39,1390.3900146484375,53,0.0,0.0,1390.39,0.0,Passenger
12406.0,21,3,1809,3280.75,1093.5833333333333,92,1.0,0.3333333333333333,1093.5834,1067.0983,Regular
12407.0,49,5,1403,1507.12,301.4239990234375,56,0.0,0.0,376.78003,277.2747,Regular
12408.0,32,8,1382,2587.57,323.4462585449219,80,3.0,0.375,517.51404,314.3096,Regular
12409.0,78,7,5543,11056.93,1579.5613839285713,91,4.0,0.5714285714285714,3685.6433,3266.883,Regular
12410.0,300,3,205,521.08,173.6933390299479,25,1.0,0.3333333333333333,521.08,0.0,Churned Passenger
12412.0,74,3,824,1142.88,380.9600016276042,42,0.0,0.0,380.96,88.39762,Regular
12413.0,66,4,281,676.14996,169.03749084472656,28,1.0,0.25,225.38332,170.72377,Regular
12414.0,216,3,297,442.40997,147.4699910481771,15,0.0,0.0,147.46999,48.29698,Churned Passenger
12415.0,23,24,76946,123638.18,5151.5908203125,443,4.0,0.16666666666666666,11239.835,8039.049,Champion
12417.0,2,12,1514,3155.8,262.98333740234375,157,3.0,0.25,350.64444,217.88428,Regular
12418.0,112,1,407,668.58,668.5800170898438,34,0.0,0.0,668.58,0.0,Regular
12420.0,63,1,345,600.39,600.3900146484375,29,0.0,0.0,600.39,0.0,Regular
12421.0,15,4,478,639.04,159.75999450683594,31,0.0,0.0,159.76,24.612349,Regular
12422.0,95,3,367,683.56,227.85333251953125,38,0.0,0.0,227.85333,75.39591,Regular
12423.0,0,9,1312,1624.11,180.4566650390625,96,1.0,0.1111111111111111,180.45667,103.43067,Regular
12424.0,162,2,740,1760.96,880.47998046875,30,0.0,0.0,1760.96,0.0,Passenger
12425.0,77,1,496,777.2,777.2000122070312,36,0.0,0.0,777.2,0.0,Regular
12426.0,194,1,254,510.73,510.7300109863281,29,0.0,0.0,510.73,0.0,Churned Passenger
12427.0,11,5,229,582.37,116.4739990234375,25,2.0,0.4,194.12334,51.68797,Regular
12428.0,25,11,3477,6366.0,578.7272727272727,256,3.0,0.2727272727272727,1273.2,2004.1036,Regular
12429.0,8,4,1538,3388.4,847.0999755859375,81,0.0,0.0,847.1,325.37537,Regular
12430.0,42,1,116,216.4,216.39999389648438,10,0.0,0.0,216.4,0.0,Regular
12431.0,35,18,2839,6243.89,346.8827853732639,162,3.0,0.16666666666666666,693.76556,351.56238,Loyal
12432.0,42,4,1800,4359.32,1089.8299560546875,106,0.0,0.0,2179.66,1607.9607,Regular
12433.0,0,7,11071,13375.87,1910.838588169643,219,0.0,0.0,2675.174,814.66266,Regular
12434.0,84,4,373,765.19,191.29750061035156,49,2.0,0.5,191.2975,262.54526,Regular
12435.0,79,2,2055,7829.89,3914.945068359375,31,0.0,0.0,3914.9448,90.57337,Regular
12436.0,99,1,209,429.01,429.010009765625,15,0.0,0.0,429.01,0.0,Regular
12437.0,1,19,2889,4392.66,231.1926398026316,117,1.0,0.05263157894736842,439.26602,377.38538,Loyal
12438.0,13,2,1169,2466.85,1233.425048828125,83,0.0,0.0,1233.425,655.28296,Regular
12441.0,366,1,120,155.55,155.5500030517578,10,0.0,0.0,155.55,0.0,Churned Passenger
12442.0,2,1,181,144.06,144.05999755859375,11,0.0,0.0,144.06,0.0,Regular
12444.0,20,5,1130,4085.46,817.0919921875,137,0.0,0.0,817.092,595.3342,Regular
12445.0,21,1,60,77.4,77.4000015258789,3,0.0,0.0,77.4,0.0,Regular
12446.0,57,1,351,1002.31,1002.3099975585938,57,0.0,0.0,1002.31,0.0,Regular
12447.0,242,1,187,431.49,431.489990234375,25,0.0,0.0,431.49,0.0,Churned Passenger
12448.0,43,1,240,365.45,365.45001220703125,21,0.0,0.0,365.45,0.0,Regular
12449.0,21,4,1523,3596.29,899.072509765625,117,0.0,0.0,899.0725,233.06766,Regular
12450.0,155,2,128,197.88,98.94000244140625,7,0.0,0.0,98.94,4.157786,Passenger
12451.0,10,6,6454,8893.52,1482.2532552083333,264,1.0,0.16666666666666666,1778.7041,1243.6456,Regular
12452.0,16,1,181,348.57,348.57000732421875,20,0.0,0.0,348.57,0.0,Regular
12453.0,133,1,473,707.09,707.0900268554688,43,0.0,0.0,707.09,0.0,Regular
12454.0,52,2,0,0.0,0.0,15,1.0,0.5,0.0,0.0,Regular
12455.0,72,5,2084,2339.86,467.972021484375,84,0.0,0.0,467.97202,685.4232,Regular
12456.0,43,4,1601,2553.89,638.4724731445312,104,1.0,0.25,638.47253,462.7135,Regular
12457.0,57,11,686,1597.78,145.25272993607953,52,5.0,0.45454545454545453,399.445,486.68427,Regular
12458.0,70,2,502,787.4,393.70001220703125,34,0.0,0.0,393.7,44.943707,Regular
12461.0,154,1,282,626.88,626.8800048828125,34,0.0,0.0,626.88,0.0,Passenger
12462.0,1,4,505,872.01,218.00250244140625,50,2.0,0.5,290.67,312.41077,Regular
12463.0,45,6,751,1165.63,194.27166748046875,65,2.0,0.3333333333333333,291.4075,25.1913,Regular
12464.0,9,8,95,957.05,119.6312484741211,5,0.0,0.0,191.41,124.15616,Regular
12465.0,7,3,471,673.89,224.6300048828125,45,1.0,0.3333333333333333,224.63,213.47275,Regular
12468.0,142,3,360,652.04,217.3466593424479,35,1.0,0.3333333333333333,217.34668,240.90112,Regular
12471.0,1,45,7846,16323.5205,362.7449001736111,150,18.0,0.4,1360.2933,895.2856,Loyal
12472.0,30,13,3992,5725.48,440.42153695913464,225,6.0,0.46153846153846156,715.685,528.5157,Regular
12473.0,53,4,2323,2545.27,636.3175048828125,138,1.0,0.25,848.42334,629.7361,Regular
12474.0,16,30,4715,6434.77,214.492333984375,252,12.0,0.4,584.97906,483.993,Loyal
12475.0,53,1,532,669.38,669.3800048828125,35,0.0,0.0,669.38,0.0,Regular
12476.0,0,20,2286,5628.58,281.42900390625,176,9.0,0.45,511.6891,588.22015,Loyal
12477.0,22,9,3620,13117.01,1457.445529513889,192,3.0,0.3333333333333333,2186.1682,1381.2144,Regular
12478.0,3,1,233,545.99,545.989990234375,35,0.0,0.0,545.99,0.0,Regular
12479.0,3,3,348,423.3,141.0999959309896,30,2.0,0.6666666666666666,211.65001,369.88757,Regular
12480.0,27,4,1685,2885.63,721.407470703125,128,0.0,0.0,721.4075,206.03467,Regular
12481.0,22,11,3248,4998.36,454.3963512073864,149,1.0,0.09090909090909091,624.795,383.43796,Regular
12483.0,16,11,1084,1873.13,170.2845458984375,45,3.0,0.2727272727272727,267.59,100.641365,Regular
12484.0,34,6,2160,3892.8699,648.8116455078125,255,2.0,0.3333333333333333,648.8117,546.00134,Regular
12488.0,9,3,526,1244.66,414.8866780598958,45,0.0,0.0,414.8867,178.04315,Regular
12489.0,335,1,103,298.93,298.92999267578125,14,0.0,0.0,298.93,0.0,Churned Passenger
12490.0,4,10,3033,4859.93,485.993017578125,130,0.0,0.0,607.4913,345.2085,Regular
12491.0,38,1,258,424.4,424.3999938964844,24,0.0,0.0,424.4,0.0,Regular
12492.0,62,2,190,227.21,113.6050033569336,18,0.0,0.0,113.604996,7.375124,Regular
12493.0,165,3,203,362.79,120.9300028483073,18,1.0,0.3333333333333333,181.39499,2.609215,Passenger
12494.0,9,13,682,995.35,76.5653827373798,62,6.0,0.46153846153846156,142.19286,127.42034,Regular
12497.0,81,1,1231,953.1,953.0999755859375,13,0.0,0.0,953.1,0.0,Regular
12498.0,20,3,156,349.7,116.56667073567708,20,0.0,0.0,174.85,51.477375,Regular
12500.0,22,12,2660,4023.2698,335.27248128255206,32,2.0,0.16666666666666666,574.75287,554.80096,Regular
12501.0,314,2,1714,1945.68,972.8400268554688,148,1.0,0.5,1945.68,0.0,Churned Passenger
12502.0,95,5,794,2995.8699,599.173974609375,101,0.0,0.0,599.17395,183.36386,Regular
12504.0,17,4,48,60.000008,15.000001907348633,5,2.0,0.5,60.000008,0.0,Regular
12506.0,232,1,23,73.5,73.5,23,0.0,0.0,73.5,0.0,Churned Passenger
12507.0,133,4,874,1006.06,251.51499938964844,18,1.0,0.25,503.03003,199.22028,Regular
12508.0,25,2,271,397.88,198.94000244140625,57,0.0,0.0,397.88,0.0,Regular
12509.0,283,1,54,158.5,158.5,6,0.0,0.0,158.5,0.0,Churned Passenger
12510.0,142,2,347,814.57,407.2850036621094,28,0.0,0.0,407.285,268.36823,Regular
12512.0,65,2,96,132.18,66.08999633789062,31,0.0,0.0,132.18,0.0,Regular
12513.0,84,2,453,532.79,266.3949890136719,34,1.0,0.5,266.395,412.80185,Regular
12514.0,266,1,440,1017.68,1017.6799926757812,51,0.0,0.0,1017.68,0.0,Churned Passenger
12515.0,352,1,128,278.7,278.70001220703125,15,0.0,0.0,278.7,0.0,Churned Passenger
12516.0,77,2,868,1186.0599,593.0299682617188,19,0.0,0.0,593.03,90.26923,Regular
12517.0,27,5,1328,2263.65,452.72998046875,231,1.0,0.2,565.9125,177.50095,Regular
12518.0,0,5,1306,1840.89,368.1780029296875,83,0.0,0.0,368.178,80.325905,Regular
12519.0,63,1,172,276.84,276.8399963378906,16,0.0,0.0,276.84,0.0,Regular
12520.0,78,6,1414,2294.51,382.4183349609375,120,1.0,0.16666666666666666,573.6275,332.3462,Regular
12521.0,142,1,306,545.68,545.6799926757812,37,0.0,0.0,545.68,0.0,Regular
12522.0,38,2,192,156.72,78.36000061035156,10,0.0,0.0,156.72,0.0,Regular
12523.0,1,13,856,1655.57,127.35153432992789,83,2.0,0.15384615384615385,165.55699,109.132866,Regular
12524.0,8,8,3669,3945.72,493.2149963378906,112,0.0,0.0,563.67426,404.11298,Regular
12526.0,0,3,624,1172.66,390.8866780598958,63,0.0,0.0,390.8867,131.05017,Regular
12527.0,81,3,233,330.71,110.23666381835938,17,0.0,0.0,110.236664,44.460014,Regular
12528.0,8,8,734,1634.28,204.28500366210938,49,2.0,0.25,272.38,93.742226,Regular
12530.0,59,5,891,1461.63,292.3260009765625,50,1.0,0.2,365.4075,33.531048,Regular
12531.0,14,1,45,125.22,125.22000122070312,17,0.0,0.0,125.22,0.0,Regular
12532.0,29,1,151,313.83,313.8299865722656,15,0.0,0.0,313.83,0.0,Regular
12534.0,130,1,645,981.18,981.1799926757812,62,0.0,0.0,981.18,0.0,Regular
12535.0,91,2,219,716.35,358.17498779296875,28,0.0,0.0,358.175,18.773676,Regular
12536.0,7,2,2672,4151.26,2075.6298828125,259,1.0,0.5,2075.63,3117.0398,Regular
12538.0,28,1,191,363.95,363.95001220703125,21,0.0,0.0,363.95,0.0,Regular
12539.0,21,4,2067,5568.35,1392.0875244140625,157,0.0,0.0,1856.1167,1364.6095,Regular
12540.0,19,19,6612,11489.04,604.6863178453947,277,2.0,0.10526315789473684,1044.4581,609.5414,Loyal
12541.0,29,3,675,841.18,280.39333089192706,45,0.0,0.0,280.39334,82.72281,Regular
12544.0,29,2,130,299.7,149.85000610351562,18,1.0,0.5,299.7,0.0,Regular
12545.0,74,2,517,832.39,416.19500732421875,41,0.0,0.0,416.195,180.9557,Regular
12546.0,46,3,612,1001.5,333.8333333333333,58,1.0,0.3333333333333333,500.75,248.12378,Regular
12547.0,197,2,132,151.8,75.9000015258789,6,0.0,0.0,75.899994,78.488846,Churned Passenger
12548.0,165,1,48,67.200005,67.20000457763672,4,0.0,0.0,67.200005,0.0,Passenger
12550.0,78,1,564,824.83,824.8300170898438,56,0.0,0.0,824.83,0.0,Regular
12551.0,357,1,100,168.0,168.0,10,0.0,0.0,168.0,0.0,Churned Passenger
12552.0,39,1,85,317.82,317.82000732421875,19,0.0,0.0,317.82,0.0,Regular
12553.0,7,14,1901,3238.25,231.30357142857142,94,4.0,0.2857142857142857,359.80554,185.09694,Regular
12556.0,49,2,355,599.56,299.7799987792969,100,0.0,0.0,299.78,12.685497,Regular
12557.0,15,5,4384,11990.96,2398.1919921875,15,0.0,0.0,2398.192,1589.4202,Regular
12558.0,1,2,0,3.8146973e-06,1.9073486328125e-06,11,1.0,0.5,3.8146973e-06,0.0,Regular
12559.0,310,3,279,500.21002,166.7366739908854,20,1.0,0.3333333333333333,250.10501,282.8498,Churned Passenger
12560.0,4,3,1066,1885.39,628.4633382161459,91,1.0,0.3333333333333333,628.4634,662.46936,Regular
12561.0,302,1,177,238.85,238.85000610351562,16,0.0,0.0,238.85,0.0,Churned Passenger
12562.0,7,7,1757,3385.74,483.67714146205356,98,0.0,0.0,483.67715,99.97234,Regular
12564.0,260,1,130,402.9,402.8999938964844,20,0.0,0.0,402.9,0.0,Churned Passenger
12565.0,281,2,75,131.17,65.58499908447266,9,1.0,0.5,65.585,113.61085,Churned Passenger
12566.0,72,2,261,292.7,146.35000610351562,18,1.0,0.5,292.7,0.0,Regular
12567.0,22,11,4045,8322.94,756.6309481534091,322,1.0,0.09090909090909091,1188.9915,472.90436,Regular
12569.0,1,33,1741,3128.99,94.81787849195075,91,1.0,0.030303030303030304,347.66556,163.06905,Loyal
12571.0,39,2,523,519.61,259.80499267578125,31,0.0,0.0,259.805,16.19982,Regular
12572.0,8,3,444,896.72,298.9066569010417,52,1.0,0.3333333333333333,448.36,20.760666,Regular
12573.0,226,1,84,160.54001,160.54000854492188,26,0.0,0.0,160.54001,0.0,Churned Passenger
12574.0,315,1,59,182.45,182.4499969482422,10,0.0,0.0,182.45,0.0,Churned Passenger
12576.0,35,6,964,1306.98,217.82999674479166,72,1.0,0.16666666666666666,261.396,81.32888,Regular
12577.0,34,4,462,560.25,140.0625,136,1.0,0.25,280.125,119.12629,Regular
12578.0,20,4,1157,2361.36,590.3400268554688,111,2.0,0.5,1180.6799,269.8744,Regular
12579.0,72,2,276,374.72,187.36000061035156,28,1.0,0.5,374.72,0.0,Regular
12580.0,246,1,236,379.7,379.70001220703125,23,0.0,0.0,379.7,0.0,Churned Passenger
12581.0,39,1,160,179.71,179.7100067138672,14,0.0,0.0,179.71,0.0,Regular
12582.0,238,2,296,351.36,175.67999267578125,20,0.0,0.0,175.68,14.8775215,Churned Passenger
12583.0,2,17,4978,6629.34,389.96116727941177,114,2.0,0.11764705882352941,552.445,269.61475,Loyal
12584.0,3,18,351,1809.95,100.55277506510417,43,9.0,0.5,226.24374,185.93285,Loyal
12585.0,233,4,1246,1766.81,441.7025146484375,76,2.0,0.5,588.9367,609.30444,Churned Passenger
12586.0,16,2,77,179.94,89.97000122070312,12,1.0,0.5,89.97,151.27843,Regular
12587.0,7,1,50,104.0,104.0,3,0.0,0.0,104.0,0.0,Regular
12588.0,38,1,52,174.9,174.89999389648438,9,0.0,0.0,174.9,0.0,Regular
12589.0,28,2,302,574.68,287.3399963378906,28,0.0,0.0,287.34,245.84688,Regular
12590.0,189,2,4278,9338.38,4669.18994140625,67,1.0,0.5,4669.19,6607.3047,Churned Passenger
12591.0,316,1,225,368.85,368.8500061035156,25,0.0,0.0,368.85,0.0,Churned Passenger
12592.0,91,2,288,401.6,200.8000030517578,10,0.0,0.0,200.8,18.384777,Regular
12593.0,108,3,204,382.1,127.36666870117188,13,0.0,0.0,191.05,12.6572075,Regular
12594.0,37,9,1772,3208.22,356.46888563368054,49,0.0,0.0,356.46887,257.42545,Regular
12596.0,50,2,468,450.27002,225.135009765625,24,0.0,0.0,225.13501,15.817975,Regular
12597.0,18,5,2165,3067.13,613.4259765625,183,1.0,0.2,766.7825,797.5366,Regular
12598.0,9,8,1928,2786.68,348.3349914550781,83,1.0,0.125,464.44666,365.43005,Regular
12599.0,28,7,948,888.58,126.94000244140625,31,0.0,0.0,148.09666,65.35279,Regular
12600.0,28,10,758,2311.04,231.10400390625,31,0.0,0.0,256.78223,79.07219,Regular
12601.0,189,6,239,479.56,79.92666625976562,20,1.0,0.16666666666666666,95.912,29.142147,Churned Passenger
12602.0,58,1,162,153.12,153.1199951171875,12,0.0,0.0,153.12,0.0,Regular
12603.0,21,1,56,613.2,613.2000122070312,1,0.0,0.0,613.2,0.0,Regular
12604.0,78,2,200,236.18001,118.09000396728516,14,0.0,0.0,118.09,59.976795,Regular
12605.0,364,1,-4,-7.5,-7.5,3,1.0,1.0,-7.5,0.0,Churned Passenger
12607.0,57,2,0,-1.9073486e-06,-9.5367431640625e-07,101,1.0,0.5,-1.9073486e-06,0.0,Regular
12609.0,77,3,639,964.85,321.6166585286458,56,0.0,0.0,321.61667,89.683716,Regular
12610.0,22,6,1018,1705.99,284.3316650390625,84,2.0,0.3333333333333333,568.6633,471.6555,Regular
12611.0,51,1,846,1193.32,1193.3199462890625,65,0.0,0.0,1193.32,0.0,Regular
12612.0,57,2,249,607.59,303.7950134277344,18,1.0,0.5,303.79498,515.1202,Regular
12613.0,30,5,1582,2966.98,593.39599609375,123,1.0,0.2,741.745,775.5475,Regular
12614.0,277,1,76,315.6,315.6000061035156,20,0.0,0.0,315.6,0.0,Churned Passenger
12615.0,1,4,1365,2093.19,523.2974853515625,81,0.0,0.0,523.2975,97.060974,Regular
12616.0,84,5,269,585.25,117.05,24,3.0,0.6,195.08333,199.97366,Regular
12617.0,28,1,210,352.98,352.9800109863281,39,0.0,0.0,352.98,0.0,Regular
12618.0,21,1,95,137.31,137.30999755859375,10,0.0,0.0,137.31,0.0,Regular
12619.0,15,11,3337,2908.81,264.43727805397725,48,3.0,0.2727272727272727,484.80167,205.67856,Regular
12620.0,14,3,1179,1303.41,434.4700113932292,88,0.0,0.0,434.46997,110.35853,Regular
12621.0,1,23,7333,12334.07,536.2639266304348,260,3.0,0.13043478260869565,1027.8391,452.60886,Loyal
12622.0,231,1,68,162.1,162.10000610351562,10,0.0,0.0,162.1,0.0,Churned Passenger
12623.0,275,1,189,269.1,269.1000061035156,17,0.0,0.0,269.1,0.0,Churned Passenger
12624.0,105,2,351,569.13,284.56500244140625,35,0.0,0.0,284.565,29.168156,Regular
12625.0,211,3,1563,2362.32,787.4400227864584,73,1.0,0.3333333333333333,787.44,821.64386,Churned Passenger
12626.0,22,13,3313,5722.35,440.18077674278845,231,4.0,0.3076923076923077,817.4786,567.7604,Regular
12627.0,10,6,2730,4082.53,680.4216715494791,161,0.0,0.0,816.506,236.18741,Regular
12628.0,3,4,442,715.61,178.90249633789062,33,1.0,0.25,238.53667,66.829445,Regular
12630.0,9,2,542,1030.88,515.4400024414062,59,0.0,0.0,515.44,93.83305,Regular
12631.0,56,1,232,480.5,480.5,30,0.0,0.0,480.5,0.0,Regular
12633.0,58,5,1136,1906.63,381.3260009765625,72,1.0,0.2,381.326,375.62228,Regular
12635.0,89,2,1162,1509.18,754.5900268554688,95,0.0,0.0,754.58997,176.70596,Regular
12637.0,66,9,2974,5790.25,643.3611111111111,204,1.0,0.1111111111111111,965.0417,907.41473,Regular
12638.0,32,1,573,511.69,511.69000244140625,38,0.0,0.0,511.69,0.0,Regular
12639.0,238,1,198,366.1,366.1000061035156,21,0.0,0.0,366.1,0.0,Churned Passenger
12640.0,23,3,301,994.58,331.52667236328125,46,0.0,0.0,497.29,250.7401,Regular
12641.0,114,1,71,145.9,145.89999389648438,9,0.0,0.0,145.9,0.0,Regular
12642.0,24,3,546,905.26,301.7533365885417,38,0.0,0.0,301.75333,40.08007,Regular
12643.0,127,6,1788,3041.64,506.9399820963542,10,0.0,0.0,760.41003,246.70222,Regular
12644.0,129,1,325,477.91,477.9100036621094,31,0.0,0.0,477.91,0.0,Regular
12645.0,33,5,1064,1611.38,322.2760009765625,57,1.0,0.2,322.276,196.41539,Regular
12646.0,4,2,897,1346.97,673.4849853515625,43,0.0,0.0,673.485,82.31428,Regular
12647.0,21,13,1387,3093.92,237.99384014423077,77,1.0,0.07692307692307693,386.74,237.57494,Regular
12648.0,154,1,159,300.05,300.04998779296875,20,0.0,0.0,300.05,0.0,Passenger
12649.0,106,4,571,549.71,137.42750549316406,29,1.0,0.25,183.23668,184.01205,Regular
12650.0,2,1,250,242.44,242.44000244140625,19,0.0,0.0,242.44,0.0,Regular
12651.0,334,1,78,114.0,114.0,9,0.0,0.0,114.0,0.0,Churned Passenger
12652.0,321,2,495,788.53,394.2650146484375,47,1.0,0.5,788.53,0.0,Churned Passenger
12653.0,148,2,919,2209.85,1104.925048828125,37,0.0,0.0,1104.925,460.78616,Passenger
12654.0,10,5,260,529.98,105.99599609375,30,0.0,0.0,176.65999,44.718834,Regular
12656.0,16,8,1684,3550.72,443.8399963378906,88,3.0,0.375,710.144,283.9182,Regular
12657.0,10,5,646,1008.06,201.61199951171875,34,1.0,0.2,336.02,262.04596,Regular
12658.0,18,1,317,632.05,632.0499877929688,35,0.0,0.0,632.05,0.0,Regular
12659.0,29,1,104,73.68,73.68000030517578,4,0.0,0.0,73.68,0.0,Regular
12660.0,10,1,126,227.09999,227.09999084472656,12,0.0,0.0,227.09999,0.0,Regular
12662.0,0,12,2023,3511.08,292.5900065104167,128,1.0,0.08333333333333333,351.108,95.76152,Regular
12664.0,7,9,1188,4391.88,487.9866536458333,9,0.0,0.0,627.41144,217.89537,Regular
12665.0,324,2,35,43.75,21.875,2,1.0,0.5,43.75,0.0,Churned Passenger
12666.0,358,1,-56,-227.44,-227.44000244140625,2,1.0,1.0,-227.44,0.0,Churned Passenger
12667.0,57,1,391,460.13,460.1300048828125,32,0.0,0.0,460.13,0.0,Regular
12668.0,6,6,1560,3113.18,518.8633219401041,114,2.0,0.3333333333333333,518.86334,491.9318,Regular
12669.0,150,2,1104,1427.73,713.864990234375,96,0.0,0.0,713.865,444.67828,Passenger
12670.0,9,6,1377,2734.15,455.691650390625,57,1.0,0.16666666666666666,683.5375,386.36823,Regular
12672.0,329,1,78,225.9,225.89999389648438,10,0.0,0.0,225.9,0.0,Churned Passenger
12673.0,4,2,349,574.52,287.260009765625,41,0.0,0.0,287.26,93.84721,Regular
12674.0,11,7,1096,1796.26,256.6085728236607,51,3.0,0.42857142857142855,449.065,103.22649,Regular
12676.0,24,6,664,1091.39,181.8983357747396,32,0.0,0.0,181.89833,143.31631,Regular
12678.0,41,10,10876,16291.26,1629.1259765625,103,1.0,0.1,2036.4075,2810.8147,Regular
12679.0,51,9,521,896.67,99.62999810112848,44,5.0,0.5555555555555556,224.1675,307.20078,Regular
12680.0,0,4,439,790.81,197.70249938964844,32,0.0,0.0,263.60333,13.275829,Regular
12681.0,14,26,7442,12309.59,473.44576322115387,266,4.0,0.15384615384615385,1230.959,769.31976,Loyal
12682.0,3,31,5485,11019.82,355.4780745967742,208,0.0,0.0,847.6784,454.79483,Loyal
12683.0,3,19,4850,7357.09,387.2152549342105,176,5.0,0.2631578947368421,735.709,421.86096,Loyal
12684.0,7,6,1973,2073.63,345.60498046875,59,0.0,0.0,414.72598,254.71132,Regular
12685.0,27,6,1507,2575.08,429.1800130208333,116,0.0,0.0,858.36005,706.7221,Regular
12686.0,371,1,106,71.14,71.13999938964844,6,0.0,0.0,71.14,0.0,Churned Passenger
12688.0,113,1,3028,4873.81,4873.81005859375,171,0.0,0.0,4873.81,0.0,Regular
12689.0,25,2,622,1139.61,569.8049926757812,56,0.0,0.0,569.805,134.0321,Regular
